Time;Battery Voltage(V);Charge Current(A);Load Current(A);Temperature Ambiante(C);Modem Voltage(V);
2022-07-28T16:45:16;26.72;0.88;1.16;33.50;24.28;
2022-07-28T17:00:15;26.88;3.02;1.16;33.38;24.28;
2022-07-28T17:15:16;26.84;0.44;1.16;33.56;24.28;
2022-07-28T17:30:14;26.72;0.62;1.16;33.25;24.28;
2022-07-28T17:45:15;26.67;0.59;1.16;33.09;24.28;
2022-07-28T18:00:15;26.64;0.36;1.18;33.00;24.28;
2022-07-28T18:15:15;26.64;1.06;1.15;32.94;24.28;
2022-07-28T18:30:16;26.67;0.90;1.17;33.28;24.28;
2022-07-28T18:45:16;26.64;0.72;1.16;33.69;24.28;
2022-07-28T19:00:15;26.61;0.26;1.17;34.09;24.28;
2022-07-28T19:15:15;26.61;0.13;1.17;34.06;24.28;
2022-07-28T19:30:16;26.59;0.09;1.15;33.75;24.28;
2022-07-28T19:45:15;26.59;0.06;1.16;33.31;24.28;
2022-07-28T20:00:16;26.59;0.05;1.18;32.84;24.28;
2022-07-28T20:15:17;26.59;0.02;1.16;32.44;24.28;
2022-07-28T20:30:15;26.58;-0.00;1.16;32.06;24.28;
2022-07-28T20:45:16;26.59;-0.00;1.16;31.44;24.29;
2022-07-28T21:00:16;26.59;0.00;1.16;31.02;24.28;
2022-07-28T21:15:16;26.58;-0.00;1.15;30.77;24.28;
2022-07-28T21:30:15;26.58;-0.00;1.16;30.56;24.28;
2022-07-28T21:45:15;26.58;0.01;1.17;30.44;24.29;
2022-07-28T22:00:16;26.58;0.01;1.17;30.34;24.28;
2022-07-28T22:15:16;26.58;0.00;1.16;30.25;24.28;
2022-07-28T22:30:15;26.58;0.00;1.20;30.16;24.29;
2022-07-28T22:45:15;26.58;0.01;1.15;30.06;24.28;
2022-07-28T23:00:16;26.58;0.00;1.16;30.00;24.28;
2022-07-28T23:15:14;26.56;-0.00;1.17;29.95;24.29;
2022-07-28T23:30:15;26.56;-0.00;1.15;29.89;24.28;
2022-07-28T23:45:15;26.56;0.00;1.17;29.83;24.28;
2022-07-29T00:00:16;26.56;-0.00;1.16;29.78;24.28;
2022-07-29T00:15:16;26.59;0.01;1.16;29.73;24.28;
2022-07-29T00:30:15;26.61;0.01;1.15;29.75;24.29;
2022-07-29T00:45:15;26.59;-0.01;1.20;29.75;24.28;
2022-07-29T01:00:15;26.59;-0.00;1.15;29.75;24.28;
2022-07-29T01:15:15;26.61;0.00;1.16;29.77;24.28;
2022-07-29T01:30:16;26.58;0.00;1.16;29.75;24.28;
2022-07-29T01:45:15;26.58;0.00;1.16;29.73;24.29;
2022-07-29T02:00:15;26.56;0.00;1.15;29.70;24.28;
2022-07-29T02:15:17;26.56;0.01;1.16;29.64;24.28;
2022-07-29T02:30:14;26.56;-0.00;1.20;29.58;24.29;
2022-07-29T02:45:16;26.55;-0.00;1.14;29.48;24.28;
2022-07-29T03:00:15;26.56;0.00;1.17;29.41;24.28;
2022-07-29T03:15:16;26.56;0.00;1.16;29.33;24.28;
2022-07-29T03:30:15;26.58;0.00;1.16;29.27;24.28;
2022-07-29T03:45:16;26.56;0.00;1.15;29.17;24.28;
2022-07-29T04:00:17;26.56;-0.00;1.16;29.09;24.28;
2022-07-29T04:15:16;26.56;0.00;1.15;28.98;24.28;
2022-07-29T04:30:16;26.55;-0.00;1.15;28.86;24.28;
2022-07-29T04:45:15;26.55;0.00;1.16;28.75;24.29;
2022-07-29T05:00:16;26.55;-0.01;1.17;28.63;24.29;
2022-07-29T05:15:16;26.55;0.01;1.16;28.50;24.28;
2022-07-29T05:30:16;26.55;0.01;1.16;28.70;24.29;
2022-07-29T05:45:15;26.56;0.04;1.05;29.02;24.28;
2022-07-29T06:00:15;26.59;0.08;1.08;29.39;24.28;
2022-07-29T06:15:16;26.58;0.13;1.05;29.84;24.28;
2022-07-29T06:30:15;26.58;0.17;1.05;30.31;24.28;
2022-07-29T06:45:15;26.59;0.21;1.05;30.72;24.28;
2022-07-29T07:00:15;26.59;0.25;1.04;31.09;24.28;
2022-07-29T07:15:15;26.61;0.39;1.04;31.45;24.28;
2022-07-29T07:30:15;26.69;0.54;1.06;32.00;24.28;
2022-07-29T07:45:15;26.72;0.70;1.04;32.59;24.28;
2022-07-29T08:00:14;26.73;1.02;1.04;33.03;24.26;
2022-07-29T08:15:15;26.80;1.12;1.04;33.50;24.26;
2022-07-29T08:30:15;26.83;1.09;1.05;33.72;24.26;
2022-07-29T08:45:15;26.91;2.87;1.16;34.13;24.28;
2022-07-29T09:00:14;26.98;3.26;1.14;34.50;24.28;
2022-07-29T09:15:16;26.97;3.67;1.19;34.88;24.28;
2022-07-29T09:30:14;26.95;3.94;1.17;35.16;24.28;
2022-07-29T09:45:16;27.00;4.49;1.17;35.53;24.28;
2022-07-29T10:00:15;27.03;4.97;1.17;35.97;24.26;
2022-07-29T10:15:15;27.05;5.24;1.17;36.16;24.28;
2022-07-29T10:30:14;27.06;5.39;1.17;36.84;24.28;
2022-07-29T10:45:16;27.09;5.92;1.18;37.34;24.28;
2022-07-29T11:00:14;27.23;5.72;1.16;38.00;24.26;
2022-07-29T11:15:15;27.53;5.85;1.16;38.47;24.28;
2022-07-29T11:30:16;26.97;0.00;1.17;37.38;24.26;
2022-07-29T11:45:15;27.03;0.00;1.18;36.59;24.26;
2022-07-29T12:00:16;27.56;0.00;1.12;36.03;24.26;
2022-07-29T12:30:15;27.05;0.00;1.15;34.38;24.26;
2022-07-29T12:45:15;27.05;-0.00;1.14;33.97;24.26;
2022-07-29T13:00:15;27.14;0.01;1.14;33.63;24.28;
2022-07-29T13:15:14;27.42;-0.00;1.14;33.69;24.28;
2022-07-29T13:30:15;27.50;0.01;1.12;33.91;24.26;
2022-07-29T13:45:15;26.98;0.00;1.15;34.03;24.26;
2022-07-29T14:00:16;27.31;1.82;1.14;34.97;24.28;
2022-07-29T14:15:15;27.36;3.89;1.16;35.00;24.26;
2022-07-29T14:30:16;27.53;-0.00;1.15;35.31;24.26;
2022-07-29T14:45:15;27.09;2.69;1.18;35.63;24.26;
2022-07-29T15:00:16;26.92;-0.01;1.17;35.69;24.28;
2022-07-29T15:15:15;27.06;-0.00;1.16;36.09;24.26;
2022-07-29T15:30:15;27.17;-0.01;1.18;36.47;24.26;
2022-07-29T15:45:16;27.27;0.00;1.16;36.78;24.26;
2022-07-29T16:00:14;27.34;0.01;1.17;37.00;24.26;
2022-07-29T16:15:16;27.23;3.13;1.17;37.13;24.26;
2022-07-29T16:30:15;27.50;3.80;1.17;37.28;24.28;
2022-07-29T16:45:15;27.13;3.57;1.19;36.75;24.26;
2022-07-29T17:00:16;27.02;0.00;1.18;36.75;24.26;
2022-07-29T17:15:15;27.33;-0.00;1.17;36.94;24.26;
2022-07-29T17:30:15;27.14;2.06;1.18;36.75;24.26;
2022-07-29T17:45:15;27.70;1.61;1.16;37.19;24.26;
2022-07-29T18:00:15;26.98;-0.00;1.18;36.56;24.28;
2022-07-29T18:15:15;26.89;1.22;1.21;36.53;24.26;
2022-07-29T18:30:15;26.83;0.61;1.18;36.66;24.26;
2022-07-29T18:45:15;26.97;0.30;1.17;36.53;24.28;
2022-07-29T19:00:15;27.09;0.54;1.17;36.16;24.28;
2022-07-29T19:15:16;27.09;0.39;1.17;35.97;24.26;
2022-07-29T19:30:15;27.05;0.21;1.17;35.94;24.26;
2022-07-29T19:45:15;27.05;0.17;1.17;35.75;24.26;
2022-07-29T20:00:15;26.98;0.09;1.16;35.50;24.28;
2022-07-29T20:15:20;27.06;0.03;1.16;35.09;24.26;
2022-07-29T20:30:15;27.06;0.01;1.16;34.59;24.28;
2022-07-29T20:45:15;27.17;-0.00;1.16;33.81;24.28;
2022-07-29T21:00:14;27.06;0.00;1.16;33.19;24.28;
2022-07-29T21:15:16;26.89;0.00;1.17;32.66;24.28;
2022-07-29T21:30:15;26.95;0.00;1.17;32.28;24.28;
2022-07-29T21:45:15;26.89;0.00;1.17;31.97;24.28;
2022-07-29T22:00:15;26.75;0.00;1.17;31.69;24.28;
2022-07-29T22:15:15;26.70;-0.00;1.17;31.47;24.28;
2022-07-29T22:30:15;26.61;0.00;1.17;31.19;24.28;
2022-07-29T22:45:14;26.59;0.00;1.16;30.89;24.29;
2022-07-29T23:00:14;26.59;0.01;1.17;30.50;24.28;
2022-07-29T23:15:15;26.59;0.01;1.18;30.22;24.28;
2022-07-29T23:30:16;26.58;0.00;1.18;30.02;24.28;
2022-07-29T23:45:16;26.58;-0.00;1.18;29.89;24.28;
2022-07-30T00:00:15;26.59;0.00;1.18;29.81;24.29;
2022-07-30T00:15:16;26.59;0.01;1.17;29.78;24.28;
2022-07-30T00:30:15;26.59;-0.00;1.15;29.80;24.28;
2022-07-30T00:45:16;26.58;-0.00;1.18;29.75;24.28;
2022-07-30T01:00:15;26.58;0.01;1.17;29.72;24.28;
2022-07-30T01:15:17;26.58;-0.00;1.18;29.67;24.28;
2022-07-30T01:30:16;26.58;0.01;1.17;29.59;24.29;
2022-07-30T01:45:17;26.58;0.00;1.16;29.52;24.28;
2022-07-30T02:00:15;26.58;0.01;1.17;29.39;24.28;
2022-07-30T02:15:15;26.58;0.01;1.16;29.27;24.28;
2022-07-30T02:30:16;26.58;0.01;1.15;29.14;24.29;
2022-07-30T02:45:15;26.58;0.00;1.17;29.00;24.29;
2022-07-30T03:00:16;26.58;0.01;1.21;28.86;24.29;
2022-07-30T03:15:16;26.58;0.01;1.17;28.70;24.29;
2022-07-30T03:30:16;26.58;0.00;1.17;28.55;24.29;
2022-07-30T03:45:16;26.56;0.01;1.17;28.39;24.28;
2022-07-30T04:00:16;26.58;0.01;1.06;28.23;24.29;
2022-07-30T04:15:17;26.58;0.00;1.05;28.39;24.28;
2022-07-30T04:30:15;26.58;0.01;1.07;28.58;24.28;
2022-07-30T04:45:17;26.58;0.00;1.06;28.78;24.28;
2022-07-30T05:00:16;26.56;0.00;1.06;28.95;24.28;
2022-07-30T05:15:15;26.56;0.00;1.06;29.09;24.28;
2022-07-30T05:30:15;26.56;0.01;1.06;29.48;24.28;
2022-07-30T05:45:14;26.56;0.03;1.06;29.78;24.28;
2022-07-30T06:00:17;26.58;0.07;1.06;30.00;24.28;
2022-07-30T06:15:15;26.58;0.11;1.11;30.23;24.28;
2022-07-30T06:30:16;26.59;0.15;1.07;30.50;24.28;
2022-07-30T06:45:15;26.59;0.18;1.06;30.75;24.28;
2022-07-30T07:00:16;26.61;0.22;1.07;30.98;24.26;
2022-07-30T07:15:14;26.61;0.32;1.07;31.27;24.26;
2022-07-30T07:30:16;26.66;0.51;1.09;31.75;24.26;
2022-07-30T07:45:16;26.70;0.73;1.07;32.31;24.26;
2022-07-30T08:00:15;26.75;1.02;1.08;32.81;24.28;
2022-07-30T08:15:15;26.77;0.95;1.08;33.31;24.26;
2022-07-30T08:30:15;26.80;1.09;1.11;33.56;24.26;
2022-07-30T08:45:15;26.95;2.89;1.17;34.19;24.26;
2022-07-30T09:00:15;26.97;3.29;1.18;34.56;24.28;
2022-07-30T09:15:15;26.97;3.63;1.18;35.00;24.28;
2022-07-30T09:30:14;26.97;4.31;1.18;35.22;24.28;
2022-07-30T09:45:15;26.94;2.36;1.19;35.69;24.28;
2022-07-30T10:00:15;26.86;1.47;1.19;35.94;24.28;
2022-07-30T10:15:15;26.83;1.23;1.18;35.31;24.28;
2022-07-30T10:30:15;26.81;1.50;1.16;34.63;24.28;
2022-07-30T10:45:15;27.14;6.08;1.17;34.41;24.28;
2022-07-30T11:00:15;27.16;5.29;1.16;35.19;24.28;
2022-07-30T11:15:15;27.27;3.02;1.17;36.69;24.26;
2022-07-30T11:30:15;27.41;2.26;1.14;36.66;24.28;
2022-07-30T11:45:15;27.20;0.01;1.14;35.31;24.28;
2022-07-30T12:00:14;27.09;0.00;1.15;34.28;24.28;
2022-07-30T12:15:15;26.95;0.00;1.16;33.59;24.28;
2022-07-30T12:30:16;27.33;1.08;1.15;33.75;24.28;
2022-07-30T12:45:15;27.42;0.00;1.13;33.38;24.28;
2022-07-30T13:00:16;27.67;0.01;1.13;32.78;24.28;
2022-07-30T13:15:15;27.08;-0.00;1.15;32.44;24.28;
2022-07-30T13:30:15;27.20;2.59;1.13;33.00;24.28;
2022-07-30T13:45:15;27.00;0.00;1.15;33.09;24.28;
2022-07-30T14:00:14;27.73;2.32;1.14;33.94;24.28;
2022-07-30T14:15:15;27.05;2.63;1.14;33.59;24.28;
2022-07-30T14:30:16;27.03;-0.00;1.14;33.81;24.26;
2022-07-30T14:45:16;27.36;-0.00;1.13;34.28;24.26;
2022-07-30T15:00:15;27.17;2.51;1.15;34.28;24.28;
2022-07-30T15:15:15;26.95;-0.00;1.15;34.19;24.26;
2022-07-30T15:30:15;27.03;1.37;1.15;34.47;24.28;
2022-07-30T15:45:15;26.98;0.91;1.16;34.63;24.26;
2022-07-30T16:00:15;27.02;1.62;1.17;34.66;24.28;
2022-07-30T16:15:15;27.39;2.49;1.15;34.81;24.28;
2022-07-30T16:30:15;26.94;1.21;1.17;34.25;24.28;
2022-07-30T16:45:15;26.89;0.78;1.17;34.38;24.28;
2022-07-30T17:00:15;26.81;1.06;1.16;34.22;24.28;
2022-07-30T17:15:15;26.83;1.09;1.18;34.38;24.28;
2022-07-30T17:30:15;26.83;0.80;1.18;34.41;24.28;
2022-07-30T17:45:15;26.88;0.60;1.18;34.16;24.28;
2022-07-30T18:00:14;26.97;0.66;1.17;33.91;24.28;
2022-07-30T18:15:15;26.97;0.62;1.17;33.78;24.28;
2022-07-30T18:30:15;27.03;0.50;1.15;33.66;24.28;
2022-07-30T18:45:15;26.97;0.52;1.16;33.47;24.28;
2022-07-30T19:00:15;27.09;0.36;1.16;33.56;24.28;
2022-07-30T19:15:15;26.97;0.40;1.14;33.50;24.28;
2022-07-30T19:30:15;26.89;0.17;1.16;33.50;24.28;
2022-07-30T19:45:15;26.78;0.15;1.17;33.34;24.28;
2022-07-30T20:00:15;26.72;0.09;1.17;33.09;24.28;
2022-07-30T20:15:18;26.63;0.03;1.16;32.84;24.28;
2022-07-30T20:30:15;26.59;0.00;1.17;32.59;24.28;
2022-07-30T20:45:15;26.59;0.00;1.17;31.92;24.28;
2022-07-30T21:00:16;26.59;0.00;1.17;31.44;24.28;
2022-07-30T21:15:15;26.59;-0.00;1.15;31.03;24.28;
2022-07-30T21:30:15;26.59;-0.01;1.15;30.69;24.28;
2022-07-30T21:45:15;26.58;-0.00;1.14;30.41;24.28;
2022-07-30T22:00:22;26.58;-0.01;1.16;30.19;24.29;
2022-07-30T22:15:15;26.58;-0.00;1.21;30.00;24.28;
2022-07-30T22:30:15;26.58;-0.00;1.16;29.84;24.28;
2022-07-30T22:45:15;26.58;0.01;1.17;29.70;24.28;
2022-07-30T23:00:15;26.58;-0.01;1.21;29.58;24.28;
2022-07-30T23:15:15;26.58;-0.01;1.15;29.45;24.29;
2022-07-30T23:30:16;26.58;-0.00;1.16;29.33;24.29;
2022-07-30T23:45:15;26.58;-0.00;1.19;29.22;24.28;
2022-07-31T00:00:15;26.58;0.01;1.16;29.11;24.28;
2022-07-31T00:15:15;26.56;0.00;1.15;28.97;24.29;
2022-07-31T00:30:16;26.58;0.00;1.15;28.86;24.28;
2022-07-31T00:45:16;26.56;0.01;1.13;28.75;24.28;
2022-07-31T01:00:15;26.56;-0.00;1.15;28.67;24.28;
2022-07-31T01:15:16;26.56;0.00;1.14;28.58;24.29;
2022-07-31T01:30:15;26.56;0.00;1.19;28.48;24.28;
2022-07-31T01:45:15;26.56;-0.00;1.04;28.39;24.28;
2022-07-31T02:00:15;26.56;0.01;1.04;28.56;24.28;
2022-07-31T02:15:15;26.56;-0.00;1.04;28.77;24.28;
2022-07-31T02:30:15;26.56;0.01;1.05;28.94;24.28;
2022-07-31T02:45:15;26.56;-0.00;1.05;29.09;24.28;
2022-07-31T03:00:15;26.56;0.00;1.05;29.25;24.28;
2022-07-31T03:15:15;26.58;0.01;1.05;29.42;24.26;
2022-07-31T03:30:15;26.56;0.00;1.05;29.58;24.28;
2022-07-31T03:45:15;26.56;0.00;1.05;29.72;24.26;
2022-07-31T04:00:15;26.56;-0.00;1.04;29.86;24.28;
2022-07-31T04:15:16;26.56;0.01;1.04;29.94;24.28;
2022-07-31T04:30:17;26.56;-0.00;1.04;30.00;24.28;
2022-07-31T04:45:16;26.56;-0.01;1.06;30.03;24.28;
2022-07-31T05:00:16;26.55;-0.00;1.06;30.03;24.26;
2022-07-31T05:15:15;26.56;-0.00;1.04;30.03;24.28;
2022-07-31T05:30:16;26.55;0.00;1.05;30.30;24.28;
2022-07-31T05:45:16;26.55;0.04;1.05;30.47;24.26;
2022-07-31T06:00:15;26.55;0.08;1.04;30.59;24.26;
2022-07-31T06:15:15;26.56;0.15;1.04;30.78;24.28;
2022-07-31T06:30:15;26.56;0.23;1.08;30.98;24.26;
2022-07-31T06:45:15;26.56;0.26;1.06;31.23;24.26;
2022-07-31T07:00:17;26.58;0.47;1.05;31.52;24.26;
2022-07-31T07:15:15;26.59;0.60;1.07;31.86;24.28;
2022-07-31T07:30:15;26.61;0.80;1.06;32.22;24.28;
2022-07-31T07:45:16;26.66;1.37;1.05;32.69;24.26;
2022-07-31T08:00:16;26.66;1.10;1.07;33.19;24.26;
2022-07-31T08:15:16;26.66;0.92;1.16;33.81;24.26;
2022-07-31T08:30:15;26.66;1.39;1.16;33.75;24.28;
2022-07-31T08:45:15;26.81;2.78;1.19;34.22;24.26;
2022-07-31T09:00:15;26.89;3.16;1.17;34.81;24.28;
2022-07-31T09:15:14;26.92;3.47;1.17;35.34;24.28;
2022-07-31T09:30:15;26.94;3.88;1.19;35.78;24.28;
2022-07-31T09:45:15;26.95;4.15;1.19;36.41;24.28;
2022-07-31T10:00:16;26.97;4.50;1.18;37.34;24.28;
2022-07-31T10:15:15;26.98;4.76;1.19;38.22;24.26;
2022-07-31T10:30:15;27.02;5.16;1.18;39.09;24.26;
2022-07-31T10:45:16;27.03;5.27;1.19;39.66;24.26;
2022-07-31T11:00:15;27.08;5.61;1.19;39.88;24.26;
2022-07-31T11:15:16;27.09;5.79;1.18;40.31;24.26;
2022-07-31T11:30:15;27.23;5.94;1.18;40.75;24.28;
2022-07-31T11:45:15;27.41;-0.01;1.18;41.09;24.26;
2022-07-31T12:00:17;27.23;0.01;1.17;39.75;24.26;
2022-07-31T12:15:16;27.28;-0.00;1.16;38.75;24.26;
2022-07-31T12:30:15;27.08;6.10;1.19;37.88;24.26;
2022-07-31T12:45:17;27.34;0.01;1.15;37.69;24.26;
2022-07-31T13:00:15;27.08;-0.00;1.16;37.16;24.26;
2022-07-31T13:15:16;27.00;-0.00;1.15;36.88;24.26;
2022-07-31T13:30:15;27.36;-0.01;1.16;37.03;24.26;
2022-07-31T13:45:15;27.23;-0.00;1.15;36.94;24.26;
2022-07-31T14:00:15;27.17;-0.00;1.17;36.84;24.26;
2022-07-31T14:15:15;27.34;-0.00;1.15;36.78;24.26;
2022-07-31T14:30:15;27.50;-0.01;1.14;36.72;24.26;
2022-07-31T14:45:15;27.88;-0.00;1.14;36.72;24.26;
2022-07-31T15:00:16;27.23;-0.01;1.15;36.63;24.26;
2022-07-31T15:15:15;27.34;-0.01;1.15;36.97;24.26;
2022-07-31T15:30:16;27.45;0.01;1.17;37.31;24.26;
2022-07-31T15:45:15;27.73;4.83;1.15;37.50;24.26;
2022-07-31T16:00:15;27.17;4.14;1.17;37.38;24.26;
2022-07-31T16:15:15;26.92;0.01;1.17;37.34;24.26;
2022-07-31T16:30:15;27.20;1.22;1.16;37.75;24.26;
2022-07-31T16:45:15;27.66;0.00;1.14;37.91;24.26;
2022-07-31T17:00:14;27.02;2.34;1.17;36.97;24.26;
2022-07-31T17:15:15;27.31;0.00;1.15;37.22;24.26;
2022-07-31T17:30:15;27.05;1.71;1.18;37.06;24.26;
2022-07-31T17:45:16;27.22;1.43;1.16;37.34;24.26;
2022-07-31T18:00:16;27.23;1.08;1.16;37.53;24.26;
2022-07-31T18:15:15;27.17;0.86;1.16;37.59;24.26;
2022-07-31T18:30:15;26.97;0.68;1.16;37.28;24.26;
2022-07-31T18:45:45;26.80;0.55;1.15;37.00;24.26;
2022-07-31T19:00:15;26.84;0.44;1.17;36.69;24.26;
2022-07-31T19:15:16;26.83;0.35;1.07;36.28;24.26;
2022-07-31T19:30:15;26.78;0.22;1.08;35.84;24.28;
2022-07-31T19:45:16;26.72;0.14;1.09;35.41;24.26;
2022-07-31T20:00:17;26.67;0.08;1.07;34.97;24.26;
2022-07-31T20:15:16;26.63;0.01;1.06;34.59;24.28;
2022-07-31T20:30:16;26.61;0.01;1.06;34.25;24.26;
2022-07-31T20:45:15;26.59;0.01;1.07;33.63;24.28;
2022-07-31T21:00:15;26.59;-0.00;1.08;33.13;24.28;
2022-07-31T21:15:16;26.59;-0.00;1.07;32.72;24.28;
2022-07-31T21:30:16;26.59;0.00;1.07;32.44;24.28;
2022-07-31T21:45:17;26.59;0.01;1.06;32.19;24.28;
2022-07-31T22:00:15;26.59;-0.00;1.06;32.00;24.28;
2022-07-31T22:15:15;26.58;0.00;1.07;31.84;24.28;
2022-07-31T22:30:15;26.58;-0.00;1.06;31.67;24.28;
2022-07-31T22:45:15;26.59;0.01;1.06;31.50;24.28;
2022-07-31T23:00:16;26.58;-0.00;1.06;31.36;24.28;
2022-07-31T23:15:16;26.58;-0.00;1.06;31.22;24.28;
2022-07-31T23:30:15;26.58;0.01;1.07;31.09;24.28;
2022-07-31T23:45:17;26.58;0.00;1.05;30.95;24.28;
2022-08-01T00:00:16;26.58;0.00;1.07;30.81;24.28;
2022-08-01T00:15:17;26.58;0.00;1.06;30.64;24.28;
2022-08-01T00:30:15;26.58;0.01;1.05;30.48;24.28;
2022-08-01T00:45:16;26.56;-0.01;1.05;30.34;24.28;
2022-08-01T01:00:15;26.56;0.00;1.05;30.22;24.28;
2022-08-01T01:15:16;26.56;-0.00;1.06;30.11;24.28;
2022-08-01T01:30:18;26.56;0.00;1.06;30.00;24.28;
2022-08-01T01:45:17;26.56;0.00;1.05;29.89;24.28;
2022-08-01T02:00:17;26.56;0.00;1.06;29.77;24.29;
2022-08-01T02:15:17;26.56;0.01;1.06;29.66;24.28;
2022-08-01T02:30:16;26.56;0.00;1.08;29.56;24.28;
2022-08-01T02:45:16;26.56;0.00;1.07;29.47;24.28;
2022-08-01T03:02:30;26.55;0.00;1.05;29.36;24.28;
2022-08-01T03:15:15;26.55;-0.00;1.07;29.25;24.28;
2022-08-01T03:30:15;26.55;0.00;1.06;29.13;24.28;
2022-08-01T03:45:15;26.56;0.01;1.07;29.03;24.28;
2022-08-01T04:00:15;26.55;0.00;1.07;28.97;24.28;
2022-08-01T04:15:16;26.55;0.01;1.07;28.89;24.28;
2022-08-01T04:30:17;26.55;0.01;1.07;28.83;24.29;
2022-08-01T04:45:16;26.55;0.01;1.07;28.77;24.28;
2022-08-01T05:00:17;26.55;0.00;1.05;28.72;24.28;
2022-08-01T05:15:16;26.55;0.00;1.06;28.69;24.29;
2022-08-01T05:30:15;26.55;0.00;1.06;28.66;24.29;
2022-08-01T05:45:15;26.55;0.02;1.07;28.98;24.28;
2022-08-01T06:00:16;26.55;0.07;1.07;29.13;24.28;
2022-08-01T06:15:15;26.55;0.12;1.06;29.25;24.28;
2022-08-01T06:30:15;26.55;0.19;1.07;29.41;24.28;
2022-08-01T06:45:17;26.56;0.32;1.05;29.58;24.28;
2022-08-01T07:00:15;26.56;0.45;1.06;29.86;24.28;
2022-08-01T07:15:15;26.59;0.77;1.08;30.31;24.29;
2022-08-01T07:30:15;26.61;0.98;1.07;30.89;24.28;
2022-08-01T07:45:16;26.67;1.55;1.08;31.69;24.28;
2022-08-01T08:00:15;26.67;1.17;1.09;32.53;24.28;
2022-08-01T08:15:15;26.69;1.24;1.09;33.03;24.28;
2022-08-01T08:30:16;26.73;1.79;1.09;33.59;24.28;
2022-08-01T08:45:15;26.84;2.68;1.09;34.38;24.28;
2022-08-01T09:00:14;26.88;3.01;1.10;35.03;24.28;
2022-08-01T09:15:15;26.91;3.17;1.09;35.72;24.26;
2022-08-01T09:30:14;26.92;3.53;1.10;36.31;24.28;
2022-08-01T09:45:16;26.94;3.94;1.10;37.00;24.26;
2022-08-01T10:00:15;26.97;4.24;1.10;38.00;24.26;
2022-08-01T10:15:15;26.97;4.56;1.08;38.91;24.28;
2022-08-01T10:30:16;27.00;4.89;1.08;39.78;24.26;
2022-08-01T10:45:15;27.02;5.08;1.09;40.47;24.26;
2022-08-01T11:00:14;27.08;5.29;1.08;41.09;24.26;
2022-08-01T11:15:16;27.11;5.49;1.10;41.56;24.26;
2022-08-01T11:30:15;27.20;5.70;1.10;42.09;24.26;
2022-08-01T11:45:15;27.72;5.73;1.07;42.59;24.26;
2022-08-01T12:00:15;27.17;-0.00;1.09;41.59;24.26;
2022-08-01T12:15:17;27.39;-0.00;1.08;40.69;24.24;
2022-08-01T12:30:45;27.31;6.40;1.09;39.78;24.26;
2022-08-01T12:45:15;27.02;-0.00;1.08;39.41;24.26;
2022-08-01T13:00:16;27.34;0.01;1.07;39.25;24.24;
2022-08-01T13:15:16;26.94;0.01;1.07;38.84;24.26;
2022-08-01T13:30:15;27.19;-0.01;1.06;39.06;24.26;
2022-08-01T13:45:15;26.97;-0.00;1.07;38.78;24.26;
2022-08-01T14:00:15;27.17;-0.00;1.07;39.03;24.26;
2022-08-01T14:15:16;27.02;-0.01;1.07;38.94;24.24;
2022-08-01T14:30:15;26.94;-0.00;1.09;38.94;24.24;
2022-08-01T14:45:14;27.28;-0.00;1.07;39.38;24.24;
2022-08-01T15:00:15;27.05;-0.00;1.07;39.34;24.24;
2022-08-01T15:15:15;26.94;-0.00;1.08;39.44;24.24;
2022-08-01T15:30:16;27.23;0.01;1.08;39.91;24.26;
2022-08-01T15:45:15;26.92;-0.00;1.09;39.91;24.26;
2022-08-01T16:00:14;27.22;0.00;1.08;40.38;24.26;
2022-08-01T16:15:16;27.05;0.00;1.08;40.22;24.26;
2022-08-01T16:30:15;27.63;3.32;1.07;40.47;24.26;
2022-08-01T16:45:15;27.19;0.00;1.08;40.22;24.26;
2022-08-01T17:00:15;26.92;0.01;1.08;39.81;24.24;
2022-08-01T17:15:16;27.52;-0.00;1.07;40.16;24.24;
2022-08-01T17:30:15;27.16;0.00;1.08;39.66;24.26;
2022-08-01T17:45:15;26.98;0.77;1.08;39.41;24.26;
2022-08-01T18:00:15;27.27;1.56;1.08;39.91;24.26;
2022-08-01T18:15:15;27.75;1.26;1.06;40.31;24.24;
2022-08-01T18:30:16;27.03;-0.00;1.08;39.75;24.26;
2022-08-01T18:45:16;26.88;0.40;1.08;39.69;24.26;
2022-08-01T19:00:15;26.78;0.51;1.09;39.63;24.26;
2022-08-01T19:15:15;26.75;0.32;1.09;39.63;24.26;
2022-08-01T19:30:17;26.70;0.21;1.09;39.53;24.26;
2022-08-01T19:45:15;26.67;0.08;1.09;39.16;24.26;
2022-08-01T20:00:15;26.66;0.05;1.09;38.59;24.26;
2022-08-01T20:15:15;26.63;0.01;1.09;38.03;24.26;
2022-08-01T20:30:17;26.61;-0.00;1.08;37.25;24.26;
2022-08-01T20:45:15;26.61;-0.00;1.07;36.56;24.26;
2022-08-01T21:00:15;26.61;-0.01;1.07;36.03;24.26;
2022-08-01T21:15:14;26.61;-0.01;1.08;35.63;24.28;
2022-08-01T21:30:15;26.61;-0.01;1.06;35.28;24.26;
2022-08-01T21:45:16;26.61;-0.00;1.06;35.00;24.28;
2022-08-01T22:00:15;26.61;-0.00;1.08;34.75;24.28;
2022-08-01T22:15:15;26.59;-0.00;1.07;34.50;24.28;
2022-08-01T22:30:14;26.59;-0.01;1.06;34.28;24.28;
