Time;Battery Voltage(V);Charge Current(A);Load Current(A);Temperature Ambiante(C);Modem Voltage(V);
2022-10-22T01:15:14;26.69;0.01;0.92;21.09;24.29;
2022-10-22T01:30:16;26.64;0.01;0.91;21.02;24.29;
2022-10-22T01:45:14;26.61;0.01;0.91;20.91;24.29;
2022-10-22T02:00:14;26.59;0.00;0.91;20.78;24.29;
2022-10-22T02:15:15;26.58;0.01;0.93;20.67;24.29;
2022-10-22T02:30:15;26.55;0.00;0.95;20.61;24.29;
2022-10-22T02:45:16;26.53;0.01;0.92;20.55;24.29;
2022-10-22T03:00:15;26.56;0.01;0.91;20.47;24.29;
2022-10-22T03:15:15;26.56;0.01;0.90;20.38;24.31;
2022-10-22T03:30:14;26.55;0.00;0.91;20.36;24.29;
2022-10-22T03:45:14;26.55;0.01;0.91;20.31;24.29;
2022-10-22T04:00:14;26.55;0.02;0.92;20.27;24.29;
2022-10-22T04:15:15;26.53;0.00;0.91;20.19;24.29;
2022-10-22T04:30:14;26.53;0.01;0.91;20.13;24.31;
2022-10-22T04:45:16;26.53;0.01;0.91;20.06;24.29;
2022-10-22T05:00:14;26.56;0.01;0.93;20.02;24.29;
2022-10-22T05:15:14;26.56;0.01;0.91;19.88;24.29;
2022-10-22T05:30:16;26.63;0.01;0.91;19.77;24.31;
2022-10-22T05:45:15;26.64;0.01;0.91;19.64;24.29;
2022-10-22T06:00:14;26.66;0.01;0.89;19.56;24.29;
2022-10-22T06:15:15;26.61;0.01;0.91;19.50;24.29;
2022-10-22T06:30:14;26.61;0.01;0.91;19.48;24.29;
2022-10-22T06:45:15;26.61;0.02;0.91;19.44;24.29;
2022-10-22T07:00:15;26.63;0.01;0.91;19.38;24.31;
2022-10-22T07:15:15;26.61;0.00;0.91;19.72;24.29;
2022-10-22T07:30:15;26.61;0.13;0.91;19.86;24.31;
2022-10-22T07:45:14;26.66;0.53;0.92;20.09;24.29;
2022-10-22T08:00:14;26.78;1.06;0.91;20.63;24.29;
2022-10-22T08:15:16;26.72;0.89;0.90;21.05;24.29;
2022-10-22T08:30:15;26.89;2.17;0.96;21.80;24.29;
2022-10-22T08:45:14;27.00;2.68;0.90;22.73;24.29;
2022-10-22T09:00:15;27.13;3.20;0.92;23.64;24.29;
2022-10-22T09:15:14;27.28;-0.00;0.88;24.19;24.29;
2022-10-22T09:30:15;27.13;3.65;0.91;23.73;24.29;
2022-10-22T09:45:15;27.34;0.00;0.91;23.86;24.29;
2022-10-22T10:00:15;27.86;-0.00;0.94;23.80;24.29;
2022-10-22T10:15:14;26.91;0.00;0.94;23.84;24.28;
2022-10-22T10:30:14;27.22;4.99;0.92;24.41;24.28;
2022-10-22T10:45:14;27.59;5.39;0.93;25.23;24.28;
2022-10-22T11:00:14;27.39;-0.00;0.91;26.00;24.28;
2022-10-22T11:15:15;27.23;-0.01;0.94;26.48;24.28;
2022-10-22T11:30:16;27.14;-0.01;0.93;26.81;24.28;
2022-10-22T11:45:14;27.06;-0.00;0.94;27.27;24.28;
2022-10-22T12:00:15;26.98;-0.01;0.93;27.73;24.28;
2022-10-22T12:15:14;26.94;-0.00;0.94;28.22;24.28;
2022-10-22T12:30:15;27.25;6.01;0.99;28.72;24.26;
2022-10-22T12:45:14;27.63;0.00;0.92;29.36;24.28;
2022-10-22T13:00:14;27.33;-0.00;0.95;29.88;24.26;
2022-10-22T13:15:15;27.23;-0.00;0.94;30.17;24.26;
2022-10-22T13:30:15;27.17;-0.00;0.97;30.45;24.26;
2022-10-22T13:45:17;27.52;-0.00;0.93;30.98;24.26;
2022-10-22T14:00:15;27.52;0.00;0.93;30.72;24.26;
2022-10-22T14:15:14;27.44;-0.00;0.92;31.14;24.26;
2022-10-22T14:30:14;27.44;0.01;0.93;31.64;24.24;
2022-10-22T14:45:14;27.50;0.00;0.94;32.19;24.26;
2022-10-22T15:00:15;27.72;4.54;0.94;32.59;24.26;
2022-10-22T15:15:14;27.27;4.24;0.96;32.69;24.26;
2022-10-22T15:30:14;26.92;0.01;0.97;32.75;24.26;
2022-10-22T15:45:14;26.98;-0.01;1.05;32.63;24.28;
2022-10-22T16:00:14;27.11;0.01;1.06;32.38;24.26;
2022-10-22T16:15:14;27.45;0.00;1.03;32.25;24.28;
2022-10-22T16:30:15;27.16;2.19;1.06;31.64;24.28;
2022-10-22T16:45:15;27.25;-0.01;1.05;31.38;24.28;
2022-10-22T17:00:14;27.02;1.28;1.10;30.84;24.28;
2022-10-22T17:15:13;27.00;0.81;1.06;30.67;24.28;
2022-10-22T17:30:15;26.81;0.39;1.06;30.11;24.29;
2022-10-22T17:45:15;26.72;0.09;0.95;29.41;24.28;
2022-10-22T18:00:15;26.67;0.01;0.96;28.92;24.28;
2022-10-22T18:15:15;26.63;-0.00;0.95;28.42;24.28;
2022-10-22T18:30:15;26.59;-0.01;0.96;27.78;24.28;
2022-10-22T18:45:14;26.59;-0.00;0.96;27.38;24.28;
2022-10-22T19:00:14;26.58;-0.00;0.95;27.09;24.28;
2022-10-22T19:15:15;26.56;0.00;0.94;26.88;24.28;
2022-10-22T19:30:43;26.56;0.00;0.95;26.69;24.28;
2022-10-22T19:45:15;26.56;0.00;0.94;26.55;24.28;
2022-10-22T20:00:14;26.56;0.00;0.94;26.39;24.28;
2022-10-22T20:15:16;26.56;-0.01;0.93;26.25;24.28;
2022-10-22T20:30:15;26.56;-0.00;0.94;26.11;24.28;
2022-10-22T20:45:14;26.56;0.01;0.95;25.98;24.28;
2022-10-22T21:00:14;26.56;-0.00;0.93;25.88;24.28;
2022-10-22T21:15:14;26.58;0.01;0.94;25.69;24.28;
2022-10-22T21:30:15;26.58;-0.00;0.93;25.55;24.28;
2022-10-22T21:45:14;26.56;0.01;0.94;25.39;24.28;
2022-10-22T22:00:15;26.55;0.01;0.94;25.28;24.28;
2022-10-22T22:15:14;26.55;0.00;0.94;25.20;24.28;
2022-10-22T22:30:15;26.55;0.01;0.93;25.11;24.28;
2022-10-22T22:45:14;26.55;0.00;0.94;25.03;24.28;
2022-10-22T23:00:14;26.55;0.00;0.94;24.92;24.28;
2022-10-22T23:15:15;26.55;0.00;0.94;24.80;24.28;
2022-10-22T23:30:14;26.55;-0.00;0.92;24.63;24.29;
2022-10-22T23:45:16;26.55;-0.00;0.93;24.50;24.28;
2022-10-23T00:00:15;26.55;0.01;0.92;24.42;24.28;
2022-10-23T00:15:14;26.53;-0.00;0.92;24.33;24.28;
2022-10-23T00:30:15;26.53;0.01;0.93;24.20;24.28;
2022-10-23T00:45:13;26.53;0.01;0.93;24.06;24.29;
2022-10-23T01:00:16;26.53;-0.00;0.92;23.95;24.29;
2022-10-23T01:15:15;26.53;0.00;0.92;23.84;24.28;
2022-10-23T01:30:44;26.53;0.00;0.92;23.72;24.29;
2022-10-23T01:45:15;26.53;0.00;0.92;23.61;24.28;
2022-10-23T02:00:17;26.53;0.01;0.91;23.48;24.29;
2022-10-23T02:15:16;26.53;-0.00;0.96;23.34;24.29;
2022-10-23T02:30:16;26.53;0.01;0.91;23.19;24.29;
2022-10-23T02:45:15;26.52;0.00;0.89;23.03;24.29;
2022-10-23T03:00:16;26.52;0.00;0.92;22.92;24.29;
2022-10-23T03:15:16;26.52;0.01;0.90;22.83;24.29;
2022-10-23T03:30:16;26.53;0.01;0.92;22.75;24.28;
2022-10-23T03:45:16;26.52;0.01;0.92;22.70;24.29;
2022-10-23T04:00:14;26.52;0.00;0.93;22.64;24.29;
2022-10-23T04:15:16;26.52;0.01;0.92;22.56;24.29;
2022-10-23T04:30:15;26.52;0.00;0.91;22.48;24.29;
2022-10-23T04:45:15;26.52;0.01;0.92;22.38;24.28;
2022-10-23T05:00:16;26.52;0.00;0.93;22.30;24.29;
2022-10-23T05:15:14;26.52;0.00;0.91;22.20;24.29;
2022-10-23T05:30:15;26.50;0.00;0.91;22.11;24.29;
2022-10-23T05:45:16;26.52;0.00;0.93;22.03;24.29;
2022-10-23T06:00:16;26.50;0.00;0.91;21.94;24.29;
2022-10-23T06:15:15;26.52;0.01;0.93;21.86;24.29;
2022-10-23T06:30:15;26.50;0.00;0.92;21.78;24.29;
2022-10-23T06:45:15;26.50;0.02;0.93;21.70;24.29;
2022-10-23T07:00:14;26.50;0.01;0.92;21.63;24.29;
2022-10-23T07:15:14;26.50;0.00;0.92;21.84;24.29;
2022-10-23T07:30:15;26.50;0.03;0.93;21.95;24.29;
2022-10-23T07:45:14;26.50;0.11;0.93;22.05;24.29;
2022-10-23T08:00:15;26.56;1.12;0.92;22.28;24.29;
2022-10-23T08:15:14;26.53;0.33;0.95;22.78;24.29;
2022-10-23T08:30:15;26.64;1.69;0.96;23.53;24.29;
2022-10-23T08:45:14;26.81;2.82;0.94;24.53;24.29;
2022-10-23T09:00:15;26.91;3.39;0.93;25.59;24.29;
2022-10-23T09:15:15;26.95;3.77;0.94;26.92;24.28;
2022-10-23T09:30:16;26.98;4.26;0.95;28.41;24.28;
2022-10-23T09:45:14;27.00;4.55;0.94;29.61;24.28;
2022-10-23T10:00:14;26.98;4.44;0.94;30.52;24.28;
2022-10-23T10:15:14;27.03;5.21;0.94;31.44;24.26;
2022-10-23T10:30:15;27.00;5.01;0.96;32.81;24.26;
2022-10-23T10:45:14;27.08;5.90;0.96;34.00;24.26;
2022-10-23T11:00:14;27.06;5.23;0.97;35.28;24.24;
2022-10-23T11:15:14;27.14;5.84;1.09;36.50;24.26;
2022-10-23T11:30:14;27.22;5.86;1.08;36.63;24.26;
2022-10-23T11:45:15;27.50;5.67;1.06;37.03;24.26;
2022-10-23T12:00:14;27.38;5.24;1.05;36.53;24.26;
2022-10-23T12:15:15;27.27;-0.00;1.10;36.09;24.26;
2022-10-23T12:30:15;26.95;0.00;1.06;35.31;24.28;
2022-10-23T12:45:14;27.11;4.86;1.06;34.84;24.28;
2022-10-23T13:00:14;27.33;4.94;1.04;34.59;24.26;
2022-10-23T13:15:15;27.38;4.55;1.06;34.41;24.26;
2022-10-23T13:30:14;27.27;4.48;1.07;34.19;24.26;
2022-10-23T13:45:15;27.08;3.55;1.07;34.00;24.28;
2022-10-23T14:00:15;26.95;-0.01;1.06;34.00;24.26;
2022-10-23T14:15:14;27.05;0.01;1.06;34.16;24.28;
2022-10-23T14:30:14;27.27;-0.00;1.05;34.19;24.26;
2022-10-23T14:45:14;27.45;2.90;1.03;34.03;24.26;
2022-10-23T15:00:14;26.92;-0.00;1.07;33.50;24.28;
2022-10-23T15:15:14;27.20;0.00;1.05;33.66;24.28;
2022-10-23T15:30:15;27.39;2.33;1.04;33.56;24.28;
2022-10-23T15:45:15;26.98;-0.01;1.09;33.03;24.28;
2022-10-23T16:00:14;27.22;1.45;1.07;33.13;24.28;
2022-10-23T16:15:15;27.41;1.18;1.05;33.16;24.28;
2022-10-23T16:30:15;27.27;0.70;1.05;32.81;24.28;
2022-10-23T16:45:14;26.98;0.46;1.05;32.19;24.28;
2022-10-23T17:00:14;26.77;0.32;1.05;31.58;24.28;
2022-10-23T17:15:15;26.66;0.19;1.09;30.95;24.28;
2022-10-23T17:30:14;26.61;0.24;1.07;30.39;24.29;
2022-10-23T17:45:13;26.58;0.08;1.06;29.95;24.28;
2022-10-23T18:00:15;26.56;0.01;0.96;29.41;24.29;
2022-10-23T18:15:14;26.58;-0.00;0.99;28.97;24.28;
2022-10-23T18:30:16;26.58;0.00;0.94;28.61;24.28;
2022-10-23T18:45:14;26.58;-0.00;0.94;28.45;24.28;
2022-10-23T19:00:15;26.58;0.01;0.94;28.36;24.28;
2022-10-23T19:15:14;26.58;0.01;0.99;28.27;24.28;
2022-10-23T19:30:14;26.58;0.01;0.95;28.19;24.28;
2022-10-23T19:45:15;26.58;0.00;0.93;28.08;24.28;
2022-10-23T20:00:14;26.56;0.00;0.94;27.95;24.26;
2022-10-23T20:15:14;26.56;0.00;0.97;27.83;24.28;
2022-10-23T20:30:14;26.56;0.00;0.94;27.67;24.28;
2022-10-23T20:45:14;26.56;0.01;0.93;27.50;24.28;
2022-10-23T21:00:14;26.56;0.01;0.94;27.33;24.28;
2022-10-23T21:15:14;26.56;0.00;0.96;27.14;24.28;
2022-10-23T21:30:16;26.56;0.01;0.95;26.94;24.28;
2022-10-23T21:45:14;26.56;0.01;0.95;26.75;24.28;
2022-10-23T22:00:15;26.56;0.01;0.94;26.55;24.28;
2022-10-23T22:15:15;26.55;0.00;0.94;26.36;24.28;
2022-10-23T22:30:14;26.55;0.00;0.94;26.17;24.28;
2022-10-23T22:45:14;26.55;0.00;0.95;25.95;24.28;
2022-10-23T23:00:15;26.55;0.01;0.95;25.72;24.28;
2022-10-23T23:15:14;26.55;0.01;0.93;25.50;24.28;
2022-10-23T23:30:14;26.55;0.01;0.95;25.30;24.28;
2022-10-23T23:45:15;26.55;0.01;0.93;25.13;24.28;
2022-10-24T00:00:15;26.55;0.00;0.94;24.97;24.28;
2022-10-24T00:15:16;26.55;0.01;0.94;24.80;24.28;
2022-10-24T00:30:15;26.53;0.01;0.94;24.64;24.28;
2022-10-24T00:45:14;26.53;0.00;0.94;24.50;24.29;
2022-10-24T01:00:15;26.53;0.00;0.93;24.34;24.29;
2022-10-24T01:15:14;26.53;0.01;0.93;24.20;24.29;
2022-10-24T01:30:44;26.53;0.01;0.93;24.06;24.29;
2022-10-24T01:45:14;26.53;0.00;0.94;23.94;24.29;
2022-10-24T02:00:15;26.53;0.01;0.93;23.80;24.28;
2022-10-24T02:15:15;26.52;0.00;0.93;23.66;24.28;
2022-10-24T02:30:15;26.53;0.01;0.94;23.52;24.29;
2022-10-24T02:45:15;26.52;0.01;0.92;23.39;24.29;
2022-10-24T03:00:34;26.53;0.02;0.92;23.27;24.28;
2022-10-24T03:15:15;26.52;0.02;0.92;23.16;24.29;
2022-10-24T03:30:15;26.52;0.01;0.92;23.05;24.28;
2022-10-24T03:45:14;26.52;0.01;0.92;22.94;24.29;
2022-10-24T04:00:14;26.52;0.01;0.93;22.84;24.29;
2022-10-24T04:15:15;26.52;0.01;0.93;22.75;24.29;
2022-10-24T04:30:14;26.52;0.02;0.92;22.64;24.28;
2022-10-24T04:45:14;26.52;0.01;0.93;22.55;24.28;
2022-10-24T05:00:14;26.52;0.01;0.93;22.47;24.29;
2022-10-24T05:15:15;26.50;0.00;0.90;22.42;24.29;
2022-10-24T05:30:14;26.52;0.01;0.92;22.39;24.29;
2022-10-24T05:45:15;26.50;0.01;0.90;22.36;24.29;
2022-10-24T06:00:15;26.52;0.01;0.92;22.33;24.29;
2022-10-24T06:15:14;26.50;0.01;0.93;22.30;24.29;
2022-10-24T06:30:15;26.50;0.00;0.92;22.28;24.29;
2022-10-24T06:45:14;26.50;0.01;0.92;22.25;24.28;
2022-10-24T07:00:14;26.50;0.01;0.92;22.25;24.29;
2022-10-24T07:15:15;26.50;0.01;0.95;22.23;24.29;
2022-10-24T07:30:14;26.50;0.01;0.92;22.63;24.29;
2022-10-24T07:45:14;26.50;0.02;0.92;22.78;24.29;
2022-10-24T08:00:15;26.50;0.06;0.92;22.92;24.28;
2022-10-24T08:15:14;26.50;0.11;0.93;23.05;24.28;
2022-10-24T08:30:13;26.52;0.38;0.92;23.20;24.28;
2022-10-24T08:45:14;26.58;0.63;0.93;23.58;24.29;
2022-10-24T09:00:14;26.56;0.64;0.95;23.92;24.29;
2022-10-24T09:15:14;26.59;1.06;0.92;24.30;24.29;
2022-10-24T09:30:15;26.77;2.85;0.94;24.94;24.28;
2022-10-24T09:45:13;26.78;1.39;0.92;26.33;24.28;
2022-10-24T10:00:16;26.70;1.07;0.94;26.66;24.28;
2022-10-24T10:15:15;26.94;4.54;0.95;27.19;24.28;
2022-10-24T10:30:14;27.03;5.75;0.94;28.86;24.28;
2022-10-24T10:45:15;26.97;4.74;0.95;30.50;24.28;
2022-10-24T11:00:14;27.11;7.51;0.96;31.77;24.26;
2022-10-24T11:15:14;26.92;3.59;0.95;32.66;24.26;
2022-10-24T11:30:14;27.09;6.88;0.97;33.53;24.26;
2022-10-24T11:45:15;26.86;1.66;0.97;34.59;24.26;
2022-10-24T12:00:14;26.92;4.62;0.94;34.16;24.26;
2022-10-24T12:15:16;27.11;6.70;0.96;34.81;24.26;
2022-10-24T12:30:14;27.11;6.68;1.08;36.25;24.26;
2022-10-24T12:45:15;27.05;4.04;1.06;36.38;24.26;
2022-10-24T13:00:15;26.86;1.72;1.05;35.69;24.28;
2022-10-24T13:15:14;27.06;5.11;1.06;34.59;24.28;
2022-10-24T13:30:15;27.14;3.38;1.06;34.53;24.28;
2022-10-24T13:45:14;27.05;3.28;1.05;34.19;24.28;
2022-10-24T14:00:15;27.19;4.57;1.10;34.06;24.28;
2022-10-24T14:15:14;27.06;2.19;1.06;34.44;24.28;
2022-10-24T14:30:15;27.28;3.13;1.04;34.38;24.28;
2022-10-24T14:45:14;27.23;0.00;1.04;34.25;24.28;
2022-10-24T15:00:15;27.05;0.01;1.04;33.78;24.28;
2022-10-24T15:15:16;27.03;-0.00;1.02;33.75;24.28;
2022-10-24T15:30:16;27.13;-0.00;1.03;33.78;24.26;
2022-10-24T15:45:14;27.33;-0.00;1.03;33.84;24.28;
2022-10-24T16:00:15;27.45;2.88;1.03;33.88;24.26;
2022-10-24T16:15:14;26.92;-0.01;1.05;33.50;24.26;
2022-10-24T16:30:16;27.44;0.01;1.04;33.94;24.28;
2022-10-24T16:45:43;27.03;0.99;1.03;33.50;24.28;
2022-10-24T17:00:16;26.80;0.27;1.05;33.16;24.28;
2022-10-24T17:15:13;26.67;0.22;1.06;32.47;24.28;
2022-10-24T17:30:16;26.61;0.12;1.07;31.83;24.28;
2022-10-24T17:45:15;26.58;0.07;1.06;31.22;24.28;
2022-10-24T18:00:14;26.58;0.00;1.06;30.63;24.28;
2022-10-24T18:15:16;26.58;-0.01;1.05;29.73;24.28;
2022-10-24T18:30:14;26.58;-0.00;1.06;29.05;24.28;
2022-10-24T18:45:14;26.58;0.00;0.95;28.48;24.29;
2022-10-24T19:00:14;26.58;0.00;0.93;28.28;24.28;
2022-10-24T19:15:14;26.58;0.00;0.94;28.23;24.28;
2022-10-24T19:30:14;26.58;0.00;0.95;28.19;24.26;
2022-10-24T19:45:15;26.58;-0.00;0.94;28.17;24.28;
2022-10-24T20:00:15;26.58;0.00;0.95;28.14;24.28;
2022-10-24T20:15:14;26.58;0.01;0.95;28.08;24.28;
2022-10-24T20:30:14;26.58;0.00;0.93;28.00;24.28;
2022-10-24T20:45:15;26.58;0.01;0.93;27.92;24.28;
2022-10-24T21:00:15;26.56;0.00;0.91;27.84;24.28;
2022-10-24T21:15:16;26.56;0.01;0.94;27.72;24.28;
2022-10-24T21:30:15;26.56;0.00;0.92;27.59;24.28;
2022-10-24T21:45:15;26.56;0.00;0.98;27.47;24.28;
2022-10-24T22:00:14;26.56;-0.00;0.93;27.31;24.28;
2022-10-24T22:15:15;26.56;-0.00;0.92;27.17;24.28;
2022-10-24T22:30:14;26.56;0.00;0.93;27.02;24.28;
2022-10-24T22:45:17;26.56;0.01;0.92;26.88;24.28;
2022-10-24T23:00:16;26.55;-0.00;0.93;26.75;24.28;
2022-10-24T23:15:14;26.55;-0.01;0.93;26.64;24.28;
2022-10-24T23:30:15;26.55;0.00;0.92;26.56;24.28;
2022-10-24T23:45:14;26.55;0.00;0.97;26.52;24.28;
2022-10-25T00:00:15;26.55;0.01;0.93;26.48;24.28;
2022-10-25T00:15:15;26.55;0.00;0.93;26.42;24.28;
2022-10-25T00:30:15;26.55;0.00;0.92;26.36;24.28;
2022-10-25T00:45:16;26.55;0.00;0.93;26.33;24.28;
2022-10-25T01:00:16;26.55;0.00;0.97;26.28;24.28;
2022-10-25T01:15:17;26.55;0.00;0.93;26.23;24.28;
2022-10-25T01:30:16;26.55;0.00;0.92;26.16;24.28;
2022-10-25T01:45:16;26.53;-0.00;0.93;26.09;24.28;
2022-10-25T02:00:15;26.53;0.00;0.92;25.98;24.28;
2022-10-25T02:15:15;26.55;0.01;0.92;25.86;24.28;
2022-10-25T02:30:15;26.53;-0.00;0.91;25.73;24.29;
2022-10-25T02:45:17;26.53;-0.00;0.93;25.59;24.29;
2022-10-25T03:00:16;26.53;-0.00;0.92;25.47;24.28;
2022-10-25T03:15:15;26.53;0.01;0.94;25.34;24.28;
2022-10-25T03:30:15;26.53;0.00;0.92;25.23;24.28;
2022-10-25T03:45:14;26.53;0.00;0.91;25.13;24.28;
2022-10-25T04:00:17;26.53;0.01;0.92;25.00;24.28;
2022-10-25T04:15:14;26.53;0.01;0.91;24.88;24.29;
2022-10-25T04:30:15;26.52;0.00;0.96;24.78;24.28;
2022-10-25T04:45:16;26.52;-0.00;0.92;24.69;24.28;
2022-10-25T05:00:15;26.53;0.01;0.92;24.59;24.28;
2022-10-25T05:15:14;26.52;0.00;0.92;24.52;24.28;
2022-10-25T05:30:15;26.52;0.00;0.93;24.45;24.28;
2022-10-25T05:45:14;26.52;0.01;0.93;24.39;24.28;
2022-10-25T06:00:15;26.52;-0.00;0.92;24.36;24.28;
2022-10-25T06:15:14;26.52;0.00;0.93;24.30;24.28;
2022-10-25T06:30:14;26.52;0.01;0.93;24.25;24.28;
2022-10-25T06:45:17;26.52;-0.00;0.93;24.20;24.29;
2022-10-25T07:00:15;26.52;-0.00;0.92;24.16;24.28;
2022-10-25T07:15:15;26.50;0.01;0.93;24.38;24.28;
2022-10-25T07:30:14;26.52;0.03;0.91;24.53;24.29;
2022-10-25T07:45:15;26.52;0.17;0.93;24.67;24.28;
2022-10-25T08:00:15;26.53;0.40;0.95;24.89;24.28;
2022-10-25T08:15:14;26.52;0.16;0.92;25.14;24.28;
2022-10-25T08:30:15;26.53;0.22;0.93;25.28;24.29;
2022-10-25T08:45:18;26.55;0.63;0.95;25.50;24.28;
2022-10-25T09:00:14;26.56;0.55;0.97;25.81;24.28;
2022-10-25T09:15:15;26.58;1.05;0.93;26.17;24.28;
2022-10-25T09:30:15;26.63;1.38;0.94;26.86;24.28;
2022-10-25T09:45:13;26.94;5.21;0.93;27.98;24.28;
2022-10-25T10:00:15;26.80;1.16;0.94;29.58;24.28;
2022-10-25T10:15:15;26.77;1.85;0.94;29.97;24.28;
2022-10-25T10:30:15;26.88;2.01;0.94;30.72;24.26;
2022-10-25T10:45:14;27.00;3.29;0.95;32.09;24.26;
2022-10-25T11:00:16;26.88;2.83;0.96;32.75;24.26;
2022-10-25T11:15:14;26.91;2.84;0.96;33.19;24.26;
2022-10-25T11:30:15;26.94;4.45;0.94;33.44;24.26;
2022-10-25T11:45:14;26.83;1.71;0.95;33.72;24.26;
2022-10-25T12:00:16;26.98;5.72;0.95;34.13;24.26;
2022-10-25T12:15:15;26.80;1.52;1.06;34.41;24.26;
2022-10-25T12:30:15;26.86;2.69;1.06;33.81;24.28;
2022-10-25T12:45:16;26.89;2.84;1.10;34.00;24.28;
2022-10-25T13:00:15;27.05;5.89;1.07;35.19;24.28;
2022-10-25T13:15:13;27.03;5.75;1.07;36.69;24.28;
2022-10-25T13:30:15;27.05;5.73;1.08;37.97;24.26;
2022-10-25T13:45:14;27.06;5.55;1.07;38.88;24.26;
2022-10-25T14:00:15;27.08;5.43;1.08;39.66;24.26;
2022-10-25T14:15:15;27.14;5.16;1.08;39.91;24.26;
2022-10-25T14:30:15;27.28;5.04;1.07;40.28;24.26;
2022-10-25T14:45:15;27.64;4.71;1.04;40.34;24.26;
2022-10-25T15:00:15;27.55;4.41;1.04;39.38;24.28;
2022-10-25T15:15:16;27.34;4.00;1.05;38.34;24.26;
2022-10-25T15:30:16;27.02;3.58;1.06;37.34;24.26;
2022-10-25T15:45:14;27.23;0.01;1.04;36.78;24.26;
2022-10-25T16:00:16;27.08;0.00;1.05;35.91;24.26;
2022-10-25T16:15:14;26.94;0.00;1.05;35.22;24.26;
2022-10-25T16:30:15;27.02;0.01;1.08;34.66;24.26;
2022-10-25T16:45:18;26.94;0.00;1.04;34.19;24.28;
2022-10-25T17:00:15;27.20;0.01;1.03;33.75;24.26;
2022-10-25T17:15:15;27.20;0.00;1.03;33.34;24.28;
2022-10-25T17:30:15;27.19;0.00;1.01;32.91;24.26;
2022-10-25T17:45:15;27.03;0.00;1.04;32.41;24.28;
2022-10-25T18:00:16;27.06;0.00;1.03;31.92;24.28;
2022-10-25T18:15:14;26.97;0.00;1.04;31.44;24.28;
2022-10-25T18:30:15;27.09;0.01;1.05;31.00;24.28;
2022-10-25T18:45:14;26.92;0.00;1.04;30.64;24.28;
2022-10-25T19:00:15;26.84;0.01;1.05;30.31;24.28;
2022-10-25T19:15:14;26.75;0.00;1.06;30.08;24.28;
2022-10-25T19:30:14;26.72;0.01;1.06;29.91;24.28;
2022-10-25T19:45:14;26.66;0.01;1.06;29.75;24.28;
2022-10-25T20:00:14;26.61;0.00;1.06;29.56;24.28;
2022-10-25T20:15:15;26.58;0.01;1.06;29.38;24.28;
2022-10-25T20:30:15;26.59;0.01;1.04;29.20;24.28;
2022-10-25T20:45:14;26.58;0.02;1.04;29.00;24.28;
2022-10-25T21:00:14;26.58;0.02;1.06;28.80;24.28;
2022-10-25T21:15:14;26.58;0.01;1.05;28.59;24.29;
2022-10-25T21:30:14;26.59;0.01;1.06;28.42;24.28;
2022-10-25T21:45:14;26.58;0.01;1.06;28.28;24.28;
2022-10-25T22:00:14;26.58;0.01;1.06;28.17;24.28;
2022-10-25T22:15:14;26.58;0.01;1.06;28.08;24.28;
2022-10-25T22:30:14;26.58;0.01;1.07;27.97;24.28;
2022-10-25T22:45:14;26.58;0.01;0.96;27.97;24.28;
2022-10-25T23:00:15;26.56;0.01;0.96;28.13;24.28;
2022-10-25T23:15:14;26.58;0.02;0.95;28.25;24.28;
2022-10-25T23:30:17;26.56;0.01;0.95;28.38;24.28;
2022-10-25T23:45:15;26.56;0.02;0.95;28.45;24.28;
2022-10-26T00:00:16;26.56;0.01;0.95;28.53;24.26;
2022-10-26T00:15:15;26.56;0.01;0.95;28.56;24.28;
2022-10-26T00:30:15;26.56;0.01;0.95;28.56;24.28;
2022-10-26T00:45:16;26.56;0.01;0.96;28.55;24.26;
2022-10-26T01:00:15;26.56;0.01;0.96;28.53;24.28;
2022-10-26T01:15:16;26.56;0.02;0.96;28.48;24.28;
2022-10-26T01:30:14;26.56;0.00;0.95;28.42;24.26;
2022-10-26T01:45:14;26.56;0.00;0.94;28.36;24.28;
2022-10-26T02:00:15;26.56;0.01;0.95;28.30;24.28;
2022-10-26T02:15:15;26.56;0.01;0.99;28.22;24.28;
2022-10-26T02:30:16;26.56;0.01;0.95;28.14;24.28;
2022-10-26T02:45:13;26.56;0.02;0.95;28.03;24.28;
2022-10-26T03:00:15;26.56;0.01;0.96;27.94;24.28;
2022-10-26T03:15:16;26.55;0.01;0.96;27.88;24.28;
2022-10-26T03:30:16;26.55;0.01;0.94;27.80;24.26;
2022-10-26T03:45:14;26.55;0.01;0.95;27.73;24.28;
2022-10-26T04:00:14;26.55;0.01;0.94;27.67;24.26;
2022-10-26T04:15:14;26.55;0.01;0.94;27.59;24.26;
2022-10-26T04:30:14;26.55;0.01;0.95;27.50;24.28;
2022-10-26T04:45:14;26.55;0.01;0.95;27.39;24.28;
2022-10-26T05:00:14;26.56;0.01;0.95;27.31;24.28;
2022-10-26T05:15:14;26.55;0.01;0.94;27.31;24.28;
2022-10-26T05:30:16;26.56;0.01;0.95;27.30;24.28;
2022-10-26T05:45:14;26.56;0.02;0.95;27.30;24.28;
2022-10-26T06:00:15;26.55;0.01;0.94;27.31;24.28;
2022-10-26T06:15:14;26.55;0.01;0.95;27.34;24.28;
2022-10-26T06:30:15;26.55;0.02;0.95;27.34;24.28;
2022-10-26T06:45:14;26.53;0.00;0.98;27.36;24.28;
2022-10-26T07:00:15;26.55;0.01;0.94;27.33;24.28;
